Core_id,Ranking,University,Country,City,Region,Score,logo
410,1,Massachusetts Institute of Technology (MIT) ,United States,Cambridge,North America,100.0,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg
95,2,University of Cambridge,United Kingdom,Cambridge,Europe,98.8,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg
573,3,Stanford University,United States,Stanford,North America,98.5,https://www.topuniversities.com/sites/default/files/stanford-university_573_small.jpg
478,4,University of Oxford,United Kingdom,Oxford,Europe,98.4,https://www.topuniversities.com/sites/default/files/university-of-oxford_478_small.jpg
253,5,Harvard University,United States,Cambridge,North America,97.6,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg
94,6,California Institute of Technology (Caltech),United States,Pasadena,North America,97.0,https://www.topuniversities.com/sites/default/files/california-institute-of-technology-caltech_94_small.jpg
356,6,Imperial College London,United Kingdom,London,Europe,97.0,https://www.topuniversities.com/sites/default/files/imperial-college-london_592560cf2aeae70239af4be8_small.jpg
365,8,UCL,United Kingdom,London,Europe,95.0,https://www.topuniversities.com/sites/default/files/ucl_592560cf2aeae70239af4bf1_small.jpg
201,9,ETH Zurich,Switzerland,Zürich,Europe,93.6,https://www.topuniversities.com/sites/default/files/eth-zurich-swiss-federal-institute-of-technology_201_small.jpg
120,10,University of Chicago,United States,Chicago,North America,93.2,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg
443,11,National University of Singapore (NUS),Singapore,Singapore,Asia,92.7,https://www.topuniversities.com/sites/default/files/national-university-of-singapore-nus_443_small.jpg
50,12,Peking University,China (Mainland),Beijing,Asia,91.3,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg
495,13,University of Pennsylvania,United States,Philadelphia,North America,90.6,https://www.topuniversities.com/sites/default/files/university-of-pennsylvania_495_small.jpg
626,14,Tsinghua University,China (Mainland),Beijing,Asia,90.1,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg
180,15,The University of Edinburgh,United Kingdom,Edinburgh,Europe,89.5,https://www.topuniversities.com/sites/default/files/the-university-of-edinburgh_180_small.jpg
177,16,EPFL,Switzerland,Lausanne,Europe,89.2,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg
508,16,Princeton University,United States,Princeton,North America,89.2,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg
684,18,Yale University,United States,New Haven,North America,89.0,https://www.topuniversities.com/sites/default/files/yale-university_684_small.jpg
431,19,"Nanyang Technological University, Singapore (NTU Singapore)",Singapore,Singapore,Asia,88.4,https://www.topuniversities.com/sites/default/files/nanyang-technological-university-singapore-ntu_592560cf2aeae70239af4c32_small.jpg
143,20,Cornell University,United States,Ithaca,North America,87.2,https://www.topuniversities.com/sites/default/files/cornell-university_143_small.jpg
268,21,The University of Hong Kong,Hong Kong SAR,Hong Kong,Asia,87.0,https://www.topuniversities.com/sites/default/files/the-university-of-hong-kong_268_small.jpg
138,22,Columbia University,United States,New York City,North America,86.7,https://www.topuniversities.com/sites/default/files/211207010540pm571294Webp.net-resizeimage-2021-12-07T150514.382-48x48.jpg
615,23,The University of Tokyo,Japan,Tokyo,Asia,85.3,https://www.topuniversities.com/sites/default/files/the-university-of-tokyo_615_small.jpg
305,24,Johns Hopkins University,United States,Baltimore,North America,85.1,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg
403,25,University of Michigan-Ann Arbor,United States,Ann Arbor,North America,84.4,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg
27067,26,Université PSL,France,Paris,Europe,83.8,https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg
84,27,"University of California, Berkeley (UCB)",United States,Berkeley,North America,82.7,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg
389,28,The University of Manchester,United Kingdom,Manchester,Europe,82.3,https://www.topuniversities.com/sites/default/files/the-university-of-manchester_389_small.jpg
553,29,Seoul National University,South Korea,Seoul,Asia,82.2,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg
40,30,Australian National University (ANU),Australia,Canberra,Oceania,82.1,https://www.topuniversities.com/sites/default/files/ANU-crest-48x48.jpg
396,31,McGill University,Canada,Montreal,North America,81.9,https://www.topuniversities.com/sites/default/files/mcgill-university_592560cf2aeae70239af4c10_small.jpg
456,32,Northwestern University,United States,Evanston,North America,81.8,https://www.topuniversities.com/sites/default/files/northwestern-university_592560cf2aeae70239af4c50_small.jpg
399,33,The University of Melbourne,Australia,Parkville,Oceania,81.6,https://www.topuniversities.com/sites/default/files/211118103607am165180PRIMARY-A-A4-Vertical-Housed-RGB-200px-48x48.jpg
218,34,Fudan University,China (Mainland),Shanghai,Asia,81.5,https://www.topuniversities.com/sites/default/files/fudan-university_218_small.jpg
619,34,University of Toronto,Canada,Toronto,North America,81.5,https://www.topuniversities.com/sites/default/files/university-of-toronto_619_small.jpg
328,36,Kyoto University,Japan,Kyoto,Asia,81.4,https://www.topuniversities.com/sites/default/files/kyoto-university_328_small.jpg
357,37,King's College London,United Kingdom,London,Europe,81.2,https://www.topuniversities.com/sites/default/files/kings-college-london_357_small.jpg
123,38,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,Hong Kong SAR,Asia,80.6,https://www.topuniversities.com/sites/default/files/221024025811am165930CUHK-48x48.jpg
448,39,New York University (NYU),United States,New York City,North America,80.3,https://www.topuniversities.com/sites/default/files/new-york-university-nyu_448_small.jpg
269,40,The Hong Kong University of Science and Technology,Hong Kong SAR,Hong Kong SAR,Asia,79.8,https://www.topuniversities.com/sites/default/files/the-hong-kong-university-of-science-and-technology_269_small.jpg
588,41,The University of Sydney,Australia,Sydney,Oceania,79.6,https://www.topuniversities.com/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_small.jpg
324,42,KAIST - Korea Advanced Institute of Science & Technology,South Korea,Daejeon,Asia,79.3,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg
692,42,Zhejiang University,China (Mainland),Hangzhou,Asia,79.3,https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg
87,44,"University of California, Los Angeles (UCLA)",United States,Los Angeles,North America,78.7,https://www.topuniversities.com/sites/default/files/university-of-california-los-angeles-ucla_87_small.jpg
447,45,The University of New South Wales (UNSW Sydney),Australia,Sydney,Oceania,78.0,https://www.topuniversities.com/sites/default/files/221220094647am317557UNSW-Sydney-Logo-jpeg-48x48.jpg
556,46,Shanghai Jiao Tong University,China (Mainland),Shanghai,Asia,77.4,https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg
70,47,University of British Columbia,Canada,Vancouver,North America,77.0,https://www.topuniversities.com/sites/default/files/university-of-british-columbia_70_small.jpg
47890,48,Institut Polytechnique de Paris,France,Palaiseau Cedex,Europe,76.8,https://www.topuniversities.com/sites/default/files/institut-polytechnique-de-paris_5f3a6d4210ca6076bc71cae4_small.jpg
599,49,Technical University of Munich,Germany,Munich,Europe,76.4,https://www.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg
168,50,Duke University,United States,Durham,North America,74.8,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg
515,50,The University of Queensland,Australia,Brisbane City,Oceania,74.8,https://www.topuniversities.com/sites/default/files/210824044126am970441uq-logo-48x48.jpg
101,52,Carnegie Mellon University,United States,Pittsburgh,North America,74.6,https://www.topuniversities.com/sites/default/files/carnegie-mellon-university_101_small.jpg
89,53,"University of California, San Diego (UCSD)",United States,San Diego,North America,74.5,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg
130,54,City University of Hong Kong,Hong Kong SAR,,Asia,73.6,https://www.topuniversities.com/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg
613,55,Tokyo Institute of Technology (Tokyo Tech),Japan,Tokyo,Asia,72.5,https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg
362,56,The London School of Economics and Political Science (LSE),United Kingdom,London,Europe,72.3,https://www.topuniversities.com/sites/default/files/london-school-of-economics-and-political-science-lse_362_small.jpg
412,57,Monash University,Australia,Melbourne,Oceania,71.6,https://www.topuniversities.com/sites/default/files/monash-university_412_small.jpg
18,58,University of Amsterdam,Netherlands,Amsterdam,Europe,71.1,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg
420,59,Ludwig-Maximilians-Universität München,Germany,Munich,Europe,70.4,https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small.jpg
34362,60,Sorbonne University,France,Paris,Europe,70.1,https://www.topuniversities.com/sites/default/files/sorbonne-university_5a6afcfecb4de709397114fe_small.jpg
155,61,Delft University of Technology,Netherlands,Delft,Europe,70.0,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg
69,61,University of Bristol,United Kingdom,Bristol,Europe,70.0,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg
72,63,Brown University,United States,Providence,North America,69.6,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg
664,64,The University of Warwick,United Kingdom,Coventry,Europe,69.1,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg
259,65,Universität Heidelberg,Germany,"69117 Heidelberg,",Europe,69.0,https://www.topuniversities.com/sites/default/files/221104124726pm969012uniHD-siegel-200x200k-48x48.jpg
267,65,The Hong Kong Polytechnic University,Hong Kong SAR,Hong Kong SAR,Asia,69.0,https://www.topuniversities.com/sites/default/files/the-hong-kong-polytechnic-university_267_small.jpg
78,67,Universidad de Buenos Aires (UBA),Argentina,Buenos Aires,Latin America,68.9,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg
472,68,Osaka University,Japan,Osaka City,Asia,68.2,https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg
490,69,Université Paris-Saclay,France,"Gif-sur-Yvette,",Europe,68.1,https://www.topuniversities.com/sites/default/files/universit-paris-saclay_592560cf2aeae70239af4c6e_small.jpg
383,70,Universiti Malaya (UM),Malaysia,Kuala Lumpur,Asia,67.9,https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg
502,71,Pohang University of Science And Technology (POSTECH),South Korea,Pohang ,Asia,67.7,https://www.topuniversities.com/sites/default/files/pohang-university-of-science-and-technology-postech_592560cf2aeae70239af4c7b_small.jpg
604,72,University of Texas at Austin,United States,Austin,North America,67.4,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg
688,73,Yonsei University,South Korea,Seoul,Asia,67.0,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg
325,74,Korea University,South Korea,Seoul,Asia,66.9,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg
418,75,Lomonosov Moscow State University,Russia,Moscow,Europe,66.8,https://www.topuniversities.com/sites/default/files/lomonosov-moscow-state-university-_592560cf2aeae70239af4c27_small.jpg
105,76,KU Leuven,Belgium,Leuven,Europe,66.0,https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small.jpg
441,77,National Taiwan University (NTU),Taiwan,Taipei City,Asia,65.7,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg
567,78,University of Southampton,United Kingdom,Southampton,Europe,65.0,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg
611,79,Tohoku University,Japan,Sendai City,Asia,64.9,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg
667,80,University of Washington,United States,Seattle,North America,64.7,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg
231,81,University of Glasgow,United Kingdom,Glasgow,Europe,64.6,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg
141,82,University of Copenhagen,Denmark,Copenhagen,Europe,64.1,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg
678,83,University of Wisconsin-Madison,United States,Madison,North America,63.7,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg
693,83,University of Zurich,Switzerland,Zürich,Europe,63.7,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg
2090,85,University of Illinois at Urbana-Champaign,United States,Champaign,North America,63.6,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg
338,86,University of Leeds,United Kingdom,Leeds,Europe,62.8,https://www.topuniversities.com/sites/default/files/University-of-Leeds-2-1-48x48.jpg
37,87,The University of Auckland,New Zealand,Auckland,Oceania,62.7,https://www.topuniversities.com/sites/default/files/221206065357am877738QS-Website-logo-01-48x48.jpg
225,88,Georgia Institute of Technology,United States,Atlanta,North America,62.3,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg
535,89,KTH Royal Institute of Technology ,Sweden,Stockholm,Europe,62.1,https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg
673,90,The University of Western Australia,Australia,Perth,Oceania,61.7,https://www.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small.jpg
59,91,University of Birmingham,United Kingdom,Birmingham,Europe,61.1,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg
170,92,Durham University,United Kingdom,Durham,Europe,60.9,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg
494,93,Pennsylvania State University,United States,University Park,North America,60.8,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg
122,94,University of Science and Technology of China,China (Mainland),Hefei,Asia,60.7,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg
371,95,Lund University,Sweden,Lund,Europe,60.1,https://www.topuniversities.com/sites/default/files/lund-university_371_small.jpg
558,96,The University of Sheffield,United Kingdom,Sheffield,Europe,59.5,https://www.topuniversities.com/sites/default/files/the-university-of-sheffield_592560cf2aeae70239af4cb1_small.jpg
570,96,University of St Andrews,United Kingdom,St. Andrews,Europe,59.5,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small.jpg
167,98,"Trinity College Dublin, The University of Dublin",Ireland,Dublin,Europe,59.1,https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg
582,99,Sungkyunkwan University (SKKU),South Korea,Suwon,Asia,58.9,https://www.topuniversities.com/sites/default/files/sungkyunkwan-universityskku_592560cf2aeae70239af4cc9_small.jpg
524,100,Rice University,United States,Houston,North America,58.8,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg
473,101,University of Oslo,Norway,Oslo,Europe,58.7,https://www.topuniversities.com/sites/default/files/university-of-oslo_473_small.jpg
85,102,"University of California, Davis",United States,Davis,North America,58.2,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg
424,102,University of North Carolina at Chapel Hill,United States,Chapel Hill,North America,58.2,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg
597,104,Technical University of Denmark,Denmark,Kongens Lyngby,Europe,58.0,https://www.topuniversities.com/sites/default/files/technical-university-of-denmark_592560cf2aeae70239af4cd8_small.jpg
425,104,Universidad Nacional Autónoma de México  (UNAM),Mexico,Mexico City,Latin America,58.0,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg
1172,106,King Abdulaziz University (KAU),Saudi Arabia,Jeddah,Asia,57.8,https://www.topuniversities.com/sites/default/files/king-abdulaziz-university-kau_1172_small.jpg
260,106,University of Helsinki,Finland,Helsinki,Europe,57.8,https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small.jpg
63,108,Boston University,United States,Boston,North America,57.2,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg
10,109,The University of Adelaide,Australia,Adelaide,Oceania,57.0,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg
15,110,University of Alberta,Canada,Edmonton,North America,56.9,https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg
175,111,École Normale Supérieure de Lyon,France,Lyon,Europe,56.6,https://www.topuniversities.com/sites/default/files/cole-normale-suprieure-de-lyon_175_small.jpg
427,112,Nagoya University,Japan,Nagoya,Asia,56.3,https://www.topuniversities.com/sites/default/files/nagoya-university_427_small.jpg
646,112,Utrecht University,Netherlands,Utrecht,Europe,56.3,https://www.topuniversities.com/sites/default/files/utrecht-university_646_small.jpg
459,114,University of Nottingham,United Kingdom,Nottingham,Europe,56.2,https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg
550,115,Universidade de São Paulo,Brazil,São Paulo,Latin America,56.1,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg
261,116,Aalto University,Finland,Espoo,Europe,55.9,https://www.topuniversities.com/sites/default/files/aalto-university_261_small.jpg
417,116,Université de Montréal ,Canada,Montreal,North America,55.9,https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small.jpg
215,118,Freie Universitaet Berlin,Germany,Berlin,Europe,55.8,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg
668,118,Washington University in St. Louis,United States,St. Louis,North America,55.8,https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg
55,120,University of Bern,Switzerland,Bern,Europe,55.7,https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg
107,121,Pontificia Universidad Católica de Chile (UC),Chile,Santiago,Latin America,54.9,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg
450,122,Newcastle University,United Kingdom,Newcastle upon Tyne,Europe,54.8,https://www.topuniversities.com/sites/default/files/newcastle-university_592560cf2aeae70239af4c45_small.jpg
385,123,Universiti Putra Malaysia (UPM),Malaysia,Seri Kembangan,Asia,54.7,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg
659,124,Wageningen University & Research,Netherlands,Wageningen,Europe,54.6,https://www.topuniversities.com/sites/default/files/wageningen-university_659_small.jpg
116,125,Chalmers University of Technology,Sweden,Gothenburg,Europe,54.5,https://www.topuniversities.com/sites/default/files/chalmers-university-of-technology_592560cf2aeae70239af4af7_small.jpg
359,125,Queen Mary University of London,United Kingdom,London,Europe,54.5,https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_small.jpg
221,125,University of Geneva,Switzerland,Geneva,Europe,54.5,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg
643,128,Uppsala University,Sweden,Uppsala,Europe,54.3,https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg
510,129,Purdue University,United States,West Lafayette,North America,54.2,https://www.topuniversities.com/sites/default/files/purdue-university_510_small.jpg
384,129,Universiti Kebangsaan Malaysia (UKM),Malaysia,Bangi,Asia,54.2,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg
272,131,Humboldt-Universität zu Berlin,Germany,Berlin,Europe,54.1,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg
340,131,Leiden University,Netherlands,Leiden,Europe,54.1,https://www.topuniversities.com/sites/default/files/leiden-university_340_small.jpg
430,133,Nanjing University,China (Mainland),Nanjing,Asia,53.9,https://www.topuniversities.com/sites/default/files/nanjing-university_430_small.jpg
569,134,University of Southern California,United States,Los Angeles,North America,53.7,https://www.topuniversities.com/sites/default/files/university-of-southern-california_569_small.jpg
331,135,Kyushu University,Japan,Fukuoka City,Asia,53.5,https://www.topuniversities.com/sites/default/files/kyushu-university_331_small.jpg
46,136,University of Basel,Switzerland,Basel,Europe,53.3,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg
587,137,University of Technology Sydney,Australia,Haymarket,Oceania,53.2,https://www.topuniversities.com/sites/default/files/university-of-technology-sydney_592560cf2aeae70239af4ccf_small.jpg
182,138,Eindhoven University of Technology,Netherlands,Eindhoven,Europe,52.7,https://www.topuniversities.com/sites/default/files/eindhoven-university-of-technology_592560cf2aeae70239af4b3c_small.jpg
407,139,Politecnico di Milano,Italy,Milan,Europe,52.4,https://www.topuniversities.com/sites/default/files/politecnico-di-milano_592560cf2aeae70239af4c1c_small.jpg
465,140,The Ohio State University,United States,Columbus,North America,52.0,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg
266,141,Hokkaido University,Japan,Sapporo,Asia,51.9,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg
310,141,"KIT, Karlsruhe Institute of Technology",Germany,Karlsruhe,Europe,51.9,https://www.topuniversities.com/sites/default/files/kit-karlsruhe-institute-of-technology_310_small.jpg
228,143,Ghent University,Belgium,Ghent,Europe,51.6,https://www.topuniversities.com/sites/default/files/ghent-university_228_small.jpg
386,143,Universiti Sains Malaysia (USM),Malaysia,Gelugor,Asia,51.6,https://www.topuniversities.com/sites/default/files/universiti-sains-malaysia-usm_386_small.jpg
243,145,University of Groningen,Netherlands,Groningen,Europe,51.4,https://www.topuniversities.com/sites/default/files/university-of-groningen_243_small.jpg
335,146,Lancaster University,United Kingdom,"Lancaster,",Europe,51.2,https://www.topuniversities.com/sites/default/files/lancaster-university_335_small.jpg
4,147,RWTH Aachen University,Germany,Aachen,Europe,51.1,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg
530,147,University of Rochester,United States,Rochester,North America,51.1,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg
91,149,"University of California, Santa Barbara (UCSB)",United States,Santa Barbara,North America,50.9,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg
2146,150,Al-Farabi Kazakh National University,Kazakhstan,Almaty,Asia,50.8,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg
652,151,University of Vienna,Austria,Vienna,Europe,50.6,https://www.topuniversities.com/sites/default/files/university-of-vienna_652_small.jpg
397,152,McMaster University,Canada,Hamilton,North America,50.4,https://www.topuniversities.com/sites/default/files/mcmaster-university_397_small.jpg
577,153,Stockholm University,Sweden,Stockholm,Europe,50.1,https://www.topuniversities.com/sites/default/files/stockholm-university_577_small.jpg
670,154,University of Waterloo,Canada,Waterloo,North America,50.0,https://www.topuniversities.com/sites/default/files/university-of-waterloo_670_small.jpg
185,155,Emory University,United States,Atlanta,North America,49.5,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg
22878,155,Indian Institute of Science,India,Bangalore,Asia,49.5,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg
250,157,Hanyang University,South Korea,Seoul,Asia,49.4,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg
595,158,Technische Universität Berlin (TU Berlin),Germany,Berlin,Europe,49.3,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg
402,159,Michigan State University,United States,East Lansing,North America,48.9,https://www.topuniversities.com/sites/default/files/michigan-state-university_402_small.jpg
779,160,King Fahd University of Petroleum & Minerals,Saudi Arabia,Dhahran,Asia,48.8,https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg
6,161,Aarhus University,Denmark,Aarhus,Europe,48.6,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg
689,162,University of York,United Kingdom,York,Europe,48.4,https://www.topuniversities.com/sites/default/files/university-of-york_689_small.jpg
204,163,University of Exeter,United Kingdom,Exeter,Europe,48.2,https://www.topuniversities.com/sites/default/files/221117102054am246521University-of-Exeter-Simplified-Logo-Portrait-positive-200-x-200-48x48.jpg
605,164,Texas A&M University,United States,College Station,North America,47.9,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg
393,164,"University of Maryland, College Park",United States,College Park,North America,47.9,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg
99,166,Cardiff University,United Kingdom,Cardiff,Europe,47.8,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg
61,167,Alma Mater Studiorum - University of Bologna,Italy,Bologna,Europe,47.5,https://www.topuniversities.com/sites/default/files/alma-mater-studiorum-university-of-bologna_592560cf2aeae70239af4ac0_small.jpg
121,167,Universidad de Chile,Chile,Santiago,Latin America,47.5,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg
629,169,Eberhard Karls Universität Tübingen,Germany,Tübingen,Europe,47.2,https://www.topuniversities.com/sites/default/files/eberhard-karls-universitt-tbingen_629_small.jpg
594,170,Tecnológico de Monterrey,Mexico,Monterrey,Latin America,47.1,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_small.jpg
532,171,Sapienza University of Rome,Italy,Rome,Europe,46.8,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_small.jpg
281,172,Indian Institute of Technology Bombay (IITB),India,Mumbai,Asia,46.7,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-bombay-iitb_281_small.jpg
674,172,Western University,Canada,London,North America,46.7,https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg
187,174,Ecole des Ponts ParisTech,France,Paris,Europe,46.5,https://www.topuniversities.com/sites/default/files/ecole-des-ponts-paristech_187_small.jpg
282,174,Indian Institute of Technology Delhi (IITD),India,New Delhi,Asia,46.5,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-delhi-iitd_282_small.jpg
102,176,Case Western Reserve University,United States,Cleveland,North America,46.2,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg
442,177,National Tsing Hua University,Taiwan,Hsinchu City,Asia,45.9,https://www.topuniversities.com/sites/default/files/national-tsing-hua-university_442_small.jpg
44,178,Universitat Autònoma de Barcelona,Spain,Barcelona,Europe,45.8,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg
653,179,Technische Universität Wien,Austria,Vienna,Europe,45.7,https://www.topuniversities.com/sites/default/files/vienna-university-of-technology_653_small.jpg
47,179,University of Bath,United Kingdom,Bath,Europe,45.7,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg
22873,181,Khalifa University,United Arab Emirates,Abu Dhabi,Asia,45.6,https://www.topuniversities.com/sites/default/files/khalifa-university-of-science-and-technology_592560e19988f300e2320ee2_small.jpg
166,181,University College Dublin,Ireland,Dublin,Europe,45.6,https://www.topuniversities.com/sites/default/files/university-college-dublin_166_small.jpg
500,181,University of Pittsburgh,United States,Pittsburgh,North America,45.6,https://www.topuniversities.com/sites/default/files/university-of-pittsburgh_500_small.jpg
43,184,Universitat de Barcelona,Spain,Barcelona,Europe,45.5,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg
233,185,University of Gothenburg,Sweden,Gothenburg,Europe,45.4,https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg
408,185,University of Minnesota Twin Cities,United States,Minneapolis,North America,45.4,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg
680,185,University of Wollongong,Australia,Wollongong,Oceania,45.4,https://www.topuniversities.com/sites/default/files/university-of-wollongong_680_small.jpg
212,188,University of Florida,United States,Gainesville,North America,45.3,https://www.topuniversities.com/sites/default/files/university-of-florida_212_small.jpg
